t,px,py,pz
0.0,0.06971089543143383,-0.15832231404927669,0.2219953668346255
0.10410046577453613,0.0715586583169755,-0.15916583185544053,0.22286574519997204
0.15598559379577637,0.07201670002876193,-0.1590800992469255,0.22461496746669862
0.20613908767700195,0.0730164019724473,-0.15849702249400655,0.22822072436257823
0.25609517097473145,0.07346538679046877,-0.1572036215461567,0.23150385774987048
0.306225061416626,0.07255984769485946,-0.15652986753687684,0.23523013377924396
0.3579564094543457,0.07119361736517593,-0.1560858478052725,0.23856003585590058
0.4079928398132324,0.07006267376815134,-0.15494942557365604,0.2399966426893092
0.45995235443115234,0.06737008181968962,-0.15242513512958017,0.241338693623931
0.5099875926971436,0.06454898859251068,-0.14995552001253745,0.24294464293773488
0.5619595050811768,0.06198057688457448,-0.14704118465686888,0.24378660607085734
0.6139769554138184,0.059362344573080095,-0.14503331817045356,0.24543643502432833
0.6660065650939941,0.05721669403078111,-0.14227775964424427,0.2464644971438379
0.7179460525512695,0.05575204256391075,-0.1388504581258648,0.24572524062270418
0.7699787616729736,0.05447267607898476,-0.13510935586855805,0.24591205625058943
0.8200621604919434,0.05353547498957156,-0.13045931725599788,0.24520958750556932
0.8701434135437012,0.05254910661411427,-0.12536395831287375,0.24433395114354406
0.9201180934906006,0.051685854282002786,-0.12116778659651434,0.24511435352092015
0.9721951484680176,0.05075381198180251,-0.11596017753961571,0.24500855507770614
1.0239803791046143,0.04910909635837768,-0.11260562425454082,0.2476174519664014
1.074021577835083,0.04788878382138961,-0.10846255649872205,0.25084997043696555
1.125988245010376,0.046915948935785545,-0.10441705289772624,0.25394362734849163
1.1759874820709229,0.04508475692150715,-0.09998456682721177,0.2582530605852633
1.2279534339904785,0.0437505451542588,-0.09515251038386359,0.2603374287901583
1.277961254119873,0.04208011772662479,-0.09029864307546756,0.2622546586460528
1.328169822692871,0.04028640973829267,-0.08480304512837733,0.2637104407714106
1.3781023025512695,0.03698771065002959,-0.07941653551564318,0.26164842294826274
1.428312063217163,0.03370808298099648,-0.07489438792514598,0.2612183488927633
1.4801957607269287,0.03050808093474644,-0.07030281319239752,0.2587112173621695
1.5302221775054932,0.02767410250448643,-0.06538777976434093,0.25591749505424866
1.5821325778961182,0.024830345001418674,-0.06045387021042452,0.2538464277309782
1.6339857578277588,0.02221360282672924,-0.05577489412484572,0.2502068897277032
1.6859431266784668,0.01960960084379848,-0.050576360228201445,0.248186265752381
1.7359488010406494,0.017244680803833345,-0.04634897338354034,0.24729433060320405
1.7859594821929932,0.015451342104298105,-0.041413479751029145,0.24514160163305787
